Date,Prices
31-Aug-15,10780.00
1-Sep-15,10780.00
2-Sep-15,10780.00
3-Sep-15,10790.00
4-Sep-15,10780.00
7-Sep-15,10800.00
8-Sep-15,10830.00
9-Sep-15,10680.00
10-Sep-15,10680.00
11-Sep-15,10650.00
14-Sep-15,10660.00
15-Sep-15,10670.00
16-Sep-15,10680.00
17-Sep-15,10670.00
18-Sep-15,10700.00
21-Sep-15,10690.00
22-Sep-15,10670.00
23-Sep-15,10680.00
25-Sep-15,10670.00
28-Sep-15,10730.00
29-Sep-15,10730.00
30-Sep-15,10780.00
1-Oct-15,10740.00
2-Oct-15,10710.00
5-Oct-15,10740.00
6-Oct-15,10730.00
7-Oct-15,10740.00
8-Oct-15,10740.00
9-Oct-15,10760.00
12-Oct-15,10700.00
13-Oct-15,10730.00
15-Oct-15,10760.00
16-Oct-15,10720.00
21-Oct-15,10710.00
22-Oct-15,10690.00
19-Oct-15,10710.00
20-Oct-15,10720.00
23-Oct-15,10680.00
26-Oct-15,10680.00
27-Oct-15,10660.00
28-Oct-15,10650.00
29-Oct-15,10660.00
30-Oct-15,10630.00
2-Nov-15,10630.00
3-Nov-15,10640.00
4-Nov-15,10640.00
5-Nov-15,10640.00
6-Nov-15,10630.00
9-Nov-15,10630.00
10-Nov-15,10610.00
11-Nov-15,10600.00
12-Nov-15,10600.00
13-Nov-15,10590.00
16-Nov-15,10580.00
17-Nov-15,10570.00
18-Nov-15,10570.00
19-Nov-15,10550.00
20-Nov-15,10520.00
23-Nov-15,10500.00
24-Nov-15,10490.00
25-Nov-15,10470.00
26-Nov-15,10480.00
27-Nov-15,10480.00
30-Nov-15,10450.00
1-Dec-15,10400.00
2-Dec-15,10430.00
3-Dec-15,10410.00
4-Dec-15,10440.00
7-Dec-15,10430.00
8-Dec-15,10430.00
10-Dec-15,10390.00
11-Dec-15,10400.00
14-Dec-15,10390.00
15-Dec-15,10440.00
16-Dec-15,10430.00
17-Dec-15,10430.00
18-Dec-15,10420.00
21-Dec-15,10410.00
22-Dec-15,10420.00
24-Dec-15,10410.00
28-Dec-15,10410.00
29-Dec-15,10400.00
31-Dec-15,10380.00
